MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,EXC
4,FAIL
5,EXC
6,FAIL
7,FAIL
8,LIVE
9,EXC
10,EXC
11,FAIL
12,EXC
13,EXC
14,FAIL
15,FAIL
16,FAIL
17,EXC
18,EXC
19,EXC
20,FAIL
21,EXC
22,EXC
23,FAIL
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,EXC
29,FAIL
30,EXC
31,FAIL
32,EXC
33,EXC
34,FAIL
35,LIVE
36,FAIL
37,FAIL
38,EXC
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,LIVE
49,UNCOV
50,UNCOV
51,FAIL
52,FAIL
53,FAIL
54,EXC
55,FAIL
56,UNCOV
57,LIVE
58,FAIL
59,FAIL
60,EXC
61,FAIL
62,UNCOV
63,LIVE
64,FAIL
65,FAIL
66,EXC
67,FAIL
68,UNCOV
69,LIVE
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,FAIL
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,LIVE
88,UNCOV
89,UNCOV
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,EXC
96,EXC
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,LIVE
110,LIVE
111,LIVE
112,EXC
113,LIVE
114,LIVE
115,EXC
116,LIVE
117,LIVE
118,EXC
119,LIVE
120,LIVE
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,UNCOV
126,UNCOV
127,LIVE
128,LIVE
129,LIVE
130,LIVE
131,LIVE
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,EXC
137,LIVE
138,LIVE
139,EXC
140,LIVE
141,LIVE
142,EXC
143,LIVE
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,EXC
149,LIVE
150,LIVE
151,EXC
152,LIVE
153,LIVE
154,EXC
155,LIVE
156,LIVE
157,LIVE
158,LIVE
159,LIVE
160,EXC
161,LIVE
162,LIVE
163,EXC
164,LIVE
165,LIVE
166,EXC
167,LIVE
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,LIVE
173,LIVE
174,UNCOV
