MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,LIVE
4,EXC
5,EXC
6,LIVE
7,LIVE
8,EXC
9,EXC
10,LIVE
11,LIVE
12,LIVE
13,LIVE
14,EXC
15,EXC
16,UNCOV
17,LIVE
18,FAIL
19,FAIL
20,EXC
21,FAIL
22,EXC
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,LIVE
29,FAIL
30,FAIL
31,TIME
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,LIVE
37,FAIL
38,FAIL
39,LIVE
40,LIVE
41,FAIL
42,LIVE
43,FAIL
44,EXC
45,TIME
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,LIVE
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,LIVE
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,LIVE
67,UNCOV
