MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,UNCOV
4,LIVE
5,LIVE
6,FAIL
7,LIVE
8,FAIL
9,UNCOV
10,UNCOV
11,UNCOV
12,LIVE
13,LIVE
14,UNCOV
15,LIVE
16,LIVE
17,LIVE
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,LIVE
24,LIVE
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,UNCOV
31,LIVE
32,LIVE
33,UNCOV
34,LIVE
35,FAIL
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,FAIL
43,LIVE
44,LIVE
45,LIVE
46,LIVE
47,FAIL
48,UNCOV
49,LIVE
50,FAIL
51,EXC
52,LIVE
53,LIVE
54,UNCOV
55,EXC
56,EXC
57,LIVE
58,LIVE
59,FAIL
60,FAIL
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,EXC
67,TIME
68,LIVE
69,LIVE
70,LIVE
