MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,LIVE
4,LIVE
5,LIVE
6,EXC
7,EXC
8,EXC
9,EXC
10,EXC
11,EXC
12,EXC
13,FAIL
14,FAIL
15,TIME
16,TIME
17,FAIL
18,LIVE
19,LIVE
20,FAIL
21,LIVE
22,LIVE
23,FAIL
24,UNCOV
25,UNCOV
26,UNCOV
27,UNCOV
28,UNCOV
29,UNCOV
30,EXC
31,TIME
32,EXC
33,TIME
34,LIVE
35,LIVE
36,EXC
37,UNCOV
38,UNCOV
39,UNCOV
40,UNCOV
41,UNCOV
42,UNCOV
43,UNCOV
44,TIME
45,TIME
46,FAIL
47,LIVE
48,TIME
49,LIVE
50,TIME
51,LIVE
52,FAIL
53,FAIL
54,TIME
55,FAIL
56,LIVE
57,FAIL
58,LIVE
59,FAIL
60,LIVE
61,FAIL
62,FAIL
63,TIME
64,FAIL
65,TIME
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,LIVE
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,LIVE
89,LIVE
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,TIME
100,FAIL
101,LIVE
102,LIVE
103,LIVE
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,LIVE
109,TIME
110,FAIL
111,LIVE
112,FAIL
113,LIVE
114,FAIL
115,FAIL
116,LIVE
117,LIVE
118,FAIL
119,FAIL
120,LIVE
121,LIVE
122,UNCOV
123,FAIL
124,FAIL
125,LIVE
126,UNCOV
127,FAIL
128,LIVE
129,EXC
130,UNCOV
131,FAIL
132,FAIL
133,FAIL
134,LIVE
135,FAIL
136,LIVE
137,FAIL
138,LIVE
139,FAIL
140,EXC
141,EXC
142,FAIL
143,LIVE
144,EXC
145,LIVE
146,EXC
147,LIVE
148,FAIL
149,EXC
150,FAIL
151,FAIL
152,LIVE
153,LIVE
154,UNCOV
155,LIVE
156,LIVE
157,FAIL
158,LIVE
159,LIVE
160,FAIL
161,LIVE
162,FAIL
163,FAIL
164,FAIL
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,FAIL
171,FAIL
172,FAIL
173,FAIL
174,UNCOV
175,UNCOV
176,UNCOV
177,UNCOV
178,UNCOV
179,UNCOV
180,UNCOV
181,UNCOV
182,UNCOV
183,UNCOV
184,UNCOV
185,UNCOV
