MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,LIVE
4,FAIL
5,FAIL
6,TIME
7,EXC
8,EXC
9,FAIL
10,LIVE
11,FAIL
12,EXC
13,EXC
14,LIVE
15,EXC
16,LIVE
17,EXC
18,LIVE
19,EXC
20,FAIL
21,FAIL
22,EXC
23,EXC
24,FAIL
25,TIME
26,FAIL
27,TIME
28,EXC
29,EXC
30,EXC
31,EXC
32,FAIL
33,FAIL
34,EXC
35,EXC
36,LIVE
37,EXC
38,EXC
39,EXC
40,EXC
41,EXC
42,EXC
43,EXC
44,EXC
45,EXC
46,FAIL
47,FAIL
48,LIVE
49,FAIL
50,FAIL
51,LIVE
52,FAIL
53,EXC
54,EXC
55,LIVE
56,LIVE
57,FAIL
58,LIVE
59,FAIL
60,LIVE
61,FAIL
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,FAIL
68,LIVE
69,EXC
70,EXC
71,EXC
72,FAIL
73,FAIL
74,EXC
75,EXC
76,EXC
77,LIVE
78,FAIL
79,EXC
80,EXC
81,EXC
82,EXC
83,FAIL
84,FAIL
85,FAIL
86,EXC
87,FAIL
88,EXC
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,EXC
95,FAIL
96,FAIL
97,FAIL
98,LIVE
99,LIVE
100,FAIL
101,EXC
102,EXC
103,EXC
104,EXC
105,EXC
106,EXC
107,EXC
108,EXC
109,FAIL
110,EXC
111,FAIL
112,EXC
113,FAIL
114,EXC
115,FAIL
116,EXC
117,EXC
118,FAIL
119,EXC
120,EXC
121,EXC
122,EXC
123,FAIL
124,EXC
125,FAIL
126,EXC
127,EXC
128,FAIL
129,FAIL
130,EXC
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,EXC
138,EXC
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,EXC
146,FAIL
147,EXC
148,EXC
149,EXC
150,EXC
151,EXC
152,EXC
153,FAIL
154,FAIL
155,LIVE
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,FAIL
164,LIVE
165,LIVE
166,LIVE
167,LIVE
168,LIVE
169,LIVE
170,FAIL
171,LIVE
