MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,EXC
3,LIVE
4,LIVE
5,LIVE
6,LIVE
7,EXC
8,EXC
9,LIVE
10,EXC
11,EXC
12,LIVE
13,LIVE
14,LIVE
15,LIVE
16,FAIL
17,LIVE
18,FAIL
19,LIVE
20,FAIL
21,LIVE
22,LIVE
23,LIVE
24,FAIL
25,LIVE
26,FAIL
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,UNCOV
32,UNCOV
33,UNCOV
34,EXC
35,LIVE
36,EXC
37,EXC
38,LIVE
39,EXC
40,LIVE
41,FAIL
42,FAIL
43,FAIL
44,LIVE
45,LIVE
46,LIVE
47,LIVE
48,LIVE
49,LIVE
50,LIVE
51,LIVE
52,LIVE
53,UNCOV
54,UNCOV
55,LIVE
56,FAIL
57,FAIL
58,LIVE
59,LIVE
60,LIVE
61,UNCOV
62,UNCOV
63,LIVE
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,FAIL
69,LIVE
70,LIVE
71,FAIL
72,UNCOV
73,UNCOV
74,FAIL
75,LIVE
76,FAIL
77,FAIL
78,LIVE
79,LIVE
80,FAIL
81,LIVE
82,LIVE
83,FAIL
84,UNCOV
85,FAIL
86,EXC
87,LIVE
88,UNCOV
89,UNCOV
90,LIVE
91,LIVE
92,EXC
93,EXC
94,EXC
95,EXC
96,EXC
97,EXC
98,FAIL
99,UNCOV
100,UNCOV
101,UNCOV
102,UNCOV
103,UNCOV
104,UNCOV
105,UNCOV
106,EXC
107,UNCOV
108,UNCOV
109,EXC
110,FAIL
111,EXC
112,UNCOV
113,EXC
114,EXC
115,EXC
116,EXC
117,EXC
118,EXC
119,EXC
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,EXC
126,FAIL
127,LIVE
128,UNCOV
129,EXC
130,FAIL
131,EXC
132,EXC
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,EXC
142,EXC
143,EXC
144,EXC
145,EXC
146,EXC
147,EXC
148,EXC
149,EXC
150,EXC
151,EXC
152,EXC
153,EXC
154,EXC
155,EXC
156,LIVE
157,LIVE
158,EXC
159,LIVE
160,LIVE
161,LIVE
162,EXC
163,LIVE
164,FAIL
165,LIVE
166,UNCOV
167,UNCOV
168,UNCOV
169,EXC
170,EXC
171,EXC
172,FAIL
173,FAIL
174,FAIL
175,FAIL
176,LIVE
177,LIVE
178,FAIL
179,EXC
180,LIVE
181,LIVE
182,LIVE
183,LIVE
184,FAIL
185,LIVE
186,FAIL
187,LIVE
188,LIVE
189,LIVE
190,FAIL
191,LIVE
192,LIVE
193,FAIL
194,FAIL
195,EXC
196,LIVE
197,EXC
198,EXC
199,LIVE
200,FAIL
201,FAIL
202,FAIL
203,LIVE
204,EXC
205,EXC
206,EXC
207,EXC
208,FAIL
209,FAIL
210,LIVE
211,EXC
212,EXC
213,LIVE
214,FAIL
215,LIVE
216,EXC
217,EXC
218,FAIL
219,UNCOV
220,UNCOV
221,UNCOV
222,LIVE
223,UNCOV
224,LIVE
225,FAIL
226,LIVE
227,LIVE
228,LIVE
229,FAIL
230,UNCOV
231,LIVE
232,UNCOV
233,UNCOV
234,FAIL
235,LIVE
236,UNCOV
237,EXC
238,EXC
239,FAIL
240,FAIL
241,LIVE
242,LIVE
243,FAIL
244,LIVE
245,FAIL
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,FAIL
251,LIVE
252,FAIL
253,LIVE
254,LIVE
255,LIVE
256,LIVE
257,FAIL
258,LIVE
259,FAIL
260,LIVE
261,LIVE
262,LIVE
263,LIVE
264,FAIL
265,LIVE
266,FAIL
267,LIVE
268,LIVE
269,LIVE
270,LIVE
271,FAIL
272,LIVE
273,FAIL
274,LIVE
275,LIVE
276,LIVE
277,LIVE
278,FAIL
279,LIVE
280,FAIL
281,LIVE
282,LIVE
283,LIVE
284,LIVE
285,FAIL
286,LIVE
287,FAIL
288,LIVE
289,LIVE
290,LIVE
291,LIVE
292,FAIL
293,LIVE
294,FAIL
295,LIVE
296,LIVE
297,LIVE
298,FAIL
299,LIVE
300,LIVE
301,LIVE
302,FAIL
303,LIVE
304,LIVE
305,LIVE
306,FAIL
307,LIVE
308,LIVE
309,LIVE
310,LIVE
311,LIVE
