MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,UNCOV
2,UNCOV
3,UNCOV
4,UNCOV
5,UNCOV
6,UNCOV
7,UNCOV
8,UNCOV
9,UNCOV
10,UNCOV
11,UNCOV
12,UNCOV
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,UNCOV
22,UNCOV
23,UNCOV
24,UNCOV
25,UNCOV
26,UNCOV
27,UNCOV
28,UNCOV
29,UNCOV
30,UNCOV
31,UNCOV
32,UNCOV
33,UNCOV
34,UNCOV
35,UNCOV
36,UNCOV
37,UNCOV
38,UNCOV
39,UNCOV
40,UNCOV
41,UNCOV
42,UNCOV
43,UNCOV
44,UNCOV
45,UNCOV
46,UNCOV
47,UNCOV
48,UNCOV
49,UNCOV
50,UNCOV
51,UNCOV
52,UNCOV
53,UNCOV
54,UNCOV
55,UNCOV
56,UNCOV
57,UNCOV
58,UNCOV
59,UNCOV
60,UNCOV
61,UNCOV
62,UNCOV
63,UNCOV
64,UNCOV
65,UNCOV
66,UNCOV
67,UNCOV
68,UNCOV
69,UNCOV
70,UNCOV
71,UNCOV
72,UNCOV
73,UNCOV
74,UNCOV
75,UNCOV
76,UNCOV
77,UNCOV
78,UNCOV
79,UNCOV
80,UNCOV
81,UNCOV
82,UNCOV
83,UNCOV
84,UNCOV
85,EXC
86,EXC
87,EXC
88,LIVE
89,EXC
90,EXC
91,EXC
92,EXC
93,EXC
94,EXC
95,LIVE
96,EXC
97,EXC
98,EXC
99,EXC
100,EXC
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,FAIL
106,EXC
107,FAIL
108,EXC
109,UNCOV
110,UNCOV
111,UNCOV
112,FAIL
113,LIVE
114,LIVE
115,LIVE
116,UNCOV
117,UNCOV
118,UNCOV
119,UNCOV
120,UNCOV
121,UNCOV
122,UNCOV
123,EXC
124,LIVE
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,LIVE
132,EXC
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,EXC
142,EXC
143,LIVE
144,LIVE
145,EXC
146,LIVE
147,EXC
148,EXC
149,EXC
150,LIVE
151,LIVE
152,EXC
153,LIVE
154,EXC
155,EXC
156,LIVE
157,LIVE
158,EXC
159,LIVE
160,EXC
161,EXC
162,EXC
163,EXC
164,LIVE
165,FAIL
166,FAIL
167,LIVE
168,LIVE
169,UNCOV
170,UNCOV
171,UNCOV
172,UNCOV
173,UNCOV
174,LIVE
175,LIVE
176,FAIL
177,UNCOV
178,UNCOV
179,UNCOV
180,EXC
181,EXC
182,EXC
183,EXC
184,EXC
185,LIVE
186,EXC
187,EXC
188,LIVE
189,EXC
190,LIVE
191,LIVE
192,EXC
193,EXC
194,LIVE
195,EXC
196,EXC
197,LIVE
198,LIVE
199,LIVE
200,LIVE
201,UNCOV
202,UNCOV
203,UNCOV
204,UNCOV
205,UNCOV
206,UNCOV
207,UNCOV
208,UNCOV
209,UNCOV
210,UNCOV
211,UNCOV
212,UNCOV
213,UNCOV
214,UNCOV
215,LIVE
216,EXC
217,LIVE
218,LIVE
219,EXC
220,FAIL
221,LIVE
222,EXC
223,EXC
224,LIVE
225,LIVE
226,LIVE
227,LIVE
228,LIVE
229,EXC
230,UNCOV
231,UNCOV
232,UNCOV
233,LIVE
234,EXC
235,LIVE
236,EXC
237,EXC
238,EXC
239,LIVE
240,EXC
241,EXC
242,LIVE
243,LIVE
244,LIVE
245,FAIL
246,EXC
247,EXC
248,EXC
249,LIVE
250,EXC
251,LIVE
252,LIVE
253,LIVE
254,FAIL
255,FAIL
256,FAIL
257,LIVE
258,FAIL
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,FAIL
266,FAIL
267,LIVE
268,UNCOV
269,UNCOV
270,UNCOV
271,UNCOV
272,UNCOV
273,UNCOV
274,UNCOV
275,UNCOV
276,UNCOV
277,UNCOV
278,UNCOV
279,LIVE
280,LIVE
281,EXC
282,EXC
283,EXC
284,EXC
285,LIVE
286,EXC
287,EXC
288,LIVE
289,EXC
290,LIVE
291,EXC
292,EXC
293,LIVE
294,EXC
295,LIVE
296,LIVE
297,LIVE
298,LIVE
299,LIVE
300,EXC
301,EXC
302,LIVE
303,LIVE
304,LIVE
305,LIVE
306,LIVE
307,EXC
308,LIVE
309,LIVE
310,LIVE
311,LIVE
312,LIVE
313,EXC
314,EXC
315,EXC
316,LIVE
317,EXC
318,EXC
319,LIVE
320,EXC
321,FAIL
322,FAIL
323,LIVE
324,EXC
325,EXC
326,EXC
327,EXC
328,EXC
329,LIVE
330,EXC
331,EXC
332,LIVE
333,EXC
334,EXC
335,FAIL
336,EXC
337,EXC
338,EXC
339,UNCOV
340,UNCOV
341,UNCOV
342,UNCOV
343,UNCOV
344,UNCOV
345,UNCOV
346,UNCOV
347,UNCOV
348,UNCOV
349,UNCOV
350,LIVE
351,LIVE
352,EXC
353,LIVE
354,EXC
355,LIVE
356,EXC
357,LIVE
358,EXC
359,EXC
360,LIVE
361,EXC
