MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,LIVE
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,TIME
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,EXC
19,TIME
20,LIVE
21,EXC
22,FAIL
23,FAIL
24,FAIL
25,TIME
26,EXC
27,FAIL
28,FAIL
29,EXC
30,EXC
31,EXC
32,EXC
33,TIME
34,FAIL
35,FAIL
36,EXC
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,EXC
46,FAIL
47,FAIL
48,EXC
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,EXC
56,FAIL
57,EXC
58,EXC
59,FAIL
60,FAIL
61,EXC
62,LIVE
63,FAIL
64,EXC
65,EXC
66,FAIL
67,EXC
68,EXC
69,EXC
70,FAIL
71,FAIL
72,EXC
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,FAIL
78,FAIL
79,LIVE
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,LIVE
87,FAIL
88,FAIL
89,EXC
90,FAIL
91,FAIL
92,EXC
93,LIVE
94,LIVE
95,LIVE
96,UNCOV
97,UNCOV
98,UNCOV
99,UNCOV
100,UNCOV
101,UNCOV
102,UNCOV
103,UNCOV
104,UNCOV
105,UNCOV
106,UNCOV
107,UNCOV
108,UNCOV
109,UNCOV
110,UNCOV
111,UNCOV
112,UNCOV
113,UNCOV
114,UNCOV
115,UNCOV
116,UNCOV
117,UNCOV
118,UNCOV
119,UNCOV
120,UNCOV
121,UNCOV
122,UNCOV
123,UNCOV
124,UNCOV
125,UNCOV
126,UNCOV
127,UNCOV
128,UNCOV
129,UNCOV
130,UNCOV
131,UNCOV
132,UNCOV
133,UNCOV
134,UNCOV
135,UNCOV
136,UNCOV
137,UNCOV
138,UNCOV
139,UNCOV
140,UNCOV
141,UNCOV
142,UNCOV
143,UNCOV
144,UNCOV
145,UNCOV
146,UNCOV
147,UNCOV
148,UNCOV
149,UNCOV
150,UNCOV
151,UNCOV
152,UNCOV
153,UNCOV
154,UNCOV
155,UNCOV
156,UNCOV
157,UNCOV
158,UNCOV
159,UNCOV
160,UNCOV
161,UNCOV
162,UNCOV
163,UNCOV
164,UNCOV
165,UNCOV
166,UNCOV
167,UNCOV
168,UNCOV
169,UNCOV
170,UNCOV
171,UNCOV
172,UNCOV
173,UNCOV
174,UNCOV
175,UNCOV
176,UNCOV
177,UNCOV
178,UNCOV
179,UNCOV
180,UNCOV
181,UNCOV
182,UNCOV
183,UNCOV
184,UNCOV
185,UNCOV
186,UNCOV
187,UNCOV
188,UNCOV
189,UNCOV
190,UNCOV
191,UNCOV
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,LIVE
197,LIVE
198,LIVE
199,LIVE
200,EXC
201,EXC
202,EXC
203,LIVE
204,EXC
205,LIVE
206,LIVE
207,EXC
208,EXC
209,LIVE
210,LIVE
211,EXC
212,FAIL
213,EXC
214,LIVE
215,LIVE
216,FAIL
217,EXC
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,FAIL
224,EXC
225,FAIL
226,LIVE
227,EXC
228,FAIL
229,FAIL
230,FAIL
231,FAIL
232,FAIL
233,EXC
234,EXC
235,EXC
236,FAIL
237,EXC
238,FAIL
239,EXC
240,EXC
241,EXC
242,EXC
243,FAIL
244,FAIL
245,FAIL
246,EXC
247,FAIL
248,FAIL
249,FAIL
250,FAIL
251,EXC
252,FAIL
253,LIVE
254,LIVE
255,LIVE
256,FAIL
257,EXC
258,LIVE
259,EXC
260,FAIL
261,FAIL
262,FAIL
263,EXC
264,EXC
265,FAIL
266,FAIL
267,FAIL
268,LIVE
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,FAIL
276,FAIL
277,FAIL
278,FAIL
279,FAIL
280,FAIL
281,FAIL
282,FAIL
283,FAIL
284,FAIL
285,LIVE
286,LIVE
287,EXC
288,LIVE
289,LIVE
290,LIVE
291,FAIL
292,FAIL
293,FAIL
294,FAIL
295,EXC
296,FAIL
297,FAIL
298,FAIL
299,FAIL
300,FAIL
301,FAIL
302,FAIL
303,EXC
304,FAIL
305,LIVE
306,FAIL
307,FAIL
308,EXC
309,EXC
310,EXC
311,EXC
312,FAIL
313,FAIL
314,FAIL
315,FAIL
316,FAIL
317,FAIL
318,FAIL
319,FAIL
320,FAIL
321,FAIL
322,FAIL
323,FAIL
324,FAIL
325,FAIL
326,FAIL
327,FAIL
