MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,UNCOV
2,UNCOV
3,LIVE
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,FAIL
19,TIME
20,FAIL
21,FAIL
22,TIME
23,TIME
24,TIME
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,TIME
30,TIME
31,FAIL
32,TIME
33,FAIL
34,TIME
35,FAIL
36,LIVE
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,EXC
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,EXC
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,TIME
65,FAIL
66,TIME
67,TIME
68,FAIL
69,LIVE
70,FAIL
71,FAIL
72,LIVE
73,FAIL
74,LIVE
75,FAIL
76,LIVE
77,LIVE
78,FAIL
79,UNCOV
80,EXC
81,FAIL
82,FAIL
83,LIVE
84,FAIL
85,FAIL
86,EXC
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,EXC
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,EXC
104,LIVE
105,FAIL
106,LIVE
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,EXC
118,FAIL
119,FAIL
120,EXC
121,LIVE
122,FAIL
123,FAIL
124,LIVE
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,LIVE
132,FAIL
133,FAIL
134,TIME
135,FAIL
136,LIVE
137,FAIL
138,EXC
139,EXC
140,FAIL
141,EXC
142,FAIL
143,LIVE
144,LIVE
145,EXC
146,FAIL
147,FAIL
148,FAIL
149,EXC
150,LIVE
151,FAIL
152,EXC
153,FAIL
154,FAIL
155,EXC
156,FAIL
157,FAIL
158,LIVE
159,TIME
160,EXC
161,FAIL
162,FAIL
163,FAIL
164,EXC
165,EXC
166,TIME
167,TIME
168,FAIL
169,UNCOV
170,LIVE
171,EXC
172,FAIL
173,FAIL
174,LIVE
175,FAIL
176,LIVE
177,UNCOV
178,FAIL
179,LIVE
180,LIVE
181,FAIL
182,UNCOV
183,EXC
184,EXC
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,EXC
190,EXC
191,LIVE
192,LIVE
193,EXC
194,UNCOV
195,UNCOV
196,UNCOV
197,UNCOV
198,UNCOV
199,UNCOV
200,UNCOV
201,UNCOV
202,UNCOV
203,UNCOV
204,UNCOV
205,UNCOV
206,UNCOV
207,UNCOV
208,UNCOV
209,UNCOV
210,UNCOV
211,UNCOV
212,UNCOV
213,UNCOV
214,UNCOV
215,UNCOV
216,UNCOV
217,UNCOV
218,UNCOV
219,UNCOV
220,UNCOV
221,UNCOV
222,UNCOV
223,UNCOV
224,UNCOV
225,FAIL
226,UNCOV
227,UNCOV
228,UNCOV
229,UNCOV
230,UNCOV
231,UNCOV
232,UNCOV
233,UNCOV
234,UNCOV
235,UNCOV
236,UNCOV
237,EXC
238,FAIL
239,EXC
240,FAIL
241,FAIL
242,FAIL
243,LIVE
244,FAIL
245,EXC
246,LIVE
247,FAIL
248,LIVE
249,FAIL
250,EXC
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,FAIL
259,FAIL
260,FAIL
261,TIME
262,FAIL
263,FAIL
264,FAIL
265,TIME
266,TIME
267,TIME
268,TIME
269,LIVE
270,TIME
271,TIME
272,TIME
273,FAIL
274,FAIL
275,LIVE
276,LIVE
277,FAIL
278,FAIL
279,FAIL
280,FAIL
281,FAIL
282,FAIL
283,FAIL
284,FAIL
285,FAIL
286,FAIL
287,EXC
288,UNCOV
289,EXC
290,FAIL
291,EXC
292,FAIL
293,FAIL
294,FAIL
295,FAIL
296,FAIL
297,FAIL
298,FAIL
299,FAIL
300,TIME
301,FAIL
302,FAIL
303,FAIL
304,EXC
305,EXC
306,FAIL
307,EXC
308,EXC
309,FAIL
310,EXC
311,EXC
312,FAIL
313,EXC
314,FAIL
315,FAIL
316,LIVE
317,EXC
318,FAIL
319,FAIL
320,FAIL
321,FAIL
322,EXC
323,FAIL
324,FAIL
325,EXC
326,LIVE
327,FAIL
328,FAIL
329,FAIL
330,LIVE
331,FAIL
332,LIVE
333,LIVE
334,LIVE
335,EXC
336,FAIL
337,EXC
338,EXC
339,FAIL
340,EXC
341,FAIL
342,FAIL
343,EXC
344,FAIL
345,EXC
346,EXC
347,FAIL
348,FAIL
349,FAIL
350,FAIL
351,EXC
352,FAIL
353,LIVE
354,EXC
355,FAIL
356,FAIL
357,FAIL
358,EXC
359,FAIL
360,FAIL
361,FAIL
362,FAIL
363,FAIL
364,FAIL
365,TIME
366,FAIL
367,FAIL
368,FAIL
369,FAIL
370,FAIL
371,FAIL
372,FAIL
373,FAIL
374,FAIL
375,FAIL
376,FAIL
377,LIVE
378,FAIL
379,FAIL
380,FAIL
381,EXC
382,LIVE
383,EXC
384,UNCOV
385,UNCOV
386,UNCOV
387,UNCOV
388,UNCOV
389,UNCOV
390,UNCOV
391,UNCOV
392,UNCOV
393,UNCOV
394,UNCOV
395,UNCOV
396,FAIL
397,LIVE
398,FAIL
399,EXC
400,FAIL
401,FAIL
402,LIVE
403,FAIL
404,FAIL
405,FAIL
406,TIME
407,TIME
408,FAIL
409,FAIL
410,EXC
411,EXC
412,LIVE
413,EXC
414,EXC
415,LIVE
416,LIVE
417,LIVE
418,LIVE
419,EXC
420,EXC
421,FAIL
422,LIVE
423,EXC
424,UNCOV
425,UNCOV
426,UNCOV
427,UNCOV
428,UNCOV
429,UNCOV
430,UNCOV
431,UNCOV
432,LIVE
433,LIVE
434,FAIL
435,FAIL
436,FAIL
437,EXC
438,LIVE
439,FAIL
440,EXC
441,FAIL
442,EXC
443,LIVE
444,FAIL
445,FAIL
446,FAIL
447,FAIL
448,EXC
449,LIVE
450,LIVE
451,EXC
452,EXC
453,LIVE
454,LIVE
455,EXC
456,EXC
457,FAIL
458,FAIL
459,EXC
460,LIVE
461,UNCOV
462,UNCOV
463,UNCOV
464,UNCOV
465,UNCOV
466,FAIL
467,EXC
