MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,EXC
3,FAIL
4,FAIL
5,EXC
6,FAIL
7,FAIL
8,EXC
9,FAIL
10,LIVE
11,EXC
12,FAIL
13,EXC
14,FAIL
15,EXC
16,EXC
17,FAIL
18,EXC
19,FAIL
20,EXC
21,EXC
22,FAIL
23,FAIL
24,EXC
25,LIVE
26,FAIL
27,EXC
28,LIVE
29,FAIL
30,FAIL
31,FAIL
32,EXC
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,TIME
39,TIME
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,TIME
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,LIVE
61,FAIL
62,FAIL
63,LIVE
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,TIME
