MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,FAIL
4,FAIL
5,TIME
6,EXC
7,LIVE
8,EXC
9,FAIL
10,EXC
11,EXC
12,LIVE
13,FAIL
14,EXC
15,EXC
16,EXC
17,EXC
18,FAIL
19,FAIL
20,EXC
21,FAIL
22,FAIL
23,FAIL
24,EXC
25,EXC
26,FAIL
27,EXC
28,FAIL
29,FAIL
30,EXC
31,EXC
32,FAIL
33,LIVE
34,EXC
35,EXC
36,EXC
37,LIVE
38,EXC
39,FAIL
40,FAIL
41,LIVE
42,LIVE
43,FAIL
44,LIVE
45,LIVE
46,EXC
47,FAIL
48,FAIL
49,EXC
50,EXC
51,EXC
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,EXC
57,EXC
58,FAIL
59,FAIL
60,LIVE
61,EXC
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,EXC
69,FAIL
70,EXC
71,EXC
72,EXC
73,EXC
74,EXC
75,LIVE
76,FAIL
77,LIVE
78,LIVE
79,FAIL
80,UNCOV
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,LIVE
86,LIVE
87,FAIL
88,LIVE
89,LIVE
90,FAIL
91,LIVE
92,LIVE
93,EXC
94,FAIL
95,EXC
96,TIME
97,EXC
98,EXC
99,FAIL
100,LIVE
101,EXC
102,EXC
103,EXC
104,EXC
105,EXC
106,LIVE
107,EXC
108,LIVE
109,EXC
110,EXC
111,EXC
112,EXC
113,EXC
114,EXC
115,TIME
116,FAIL
117,TIME
118,EXC
119,EXC
120,EXC
121,EXC
122,EXC
123,FAIL
124,EXC
125,EXC
126,LIVE
127,LIVE
128,EXC
129,LIVE
130,EXC
131,EXC
132,EXC
133,EXC
134,EXC
135,LIVE
136,UNCOV
137,FAIL
138,LIVE
139,EXC
140,EXC
141,LIVE
142,EXC
143,EXC
144,EXC
145,EXC
146,EXC
147,EXC
148,EXC
149,EXC
150,FAIL
151,EXC
152,EXC
153,EXC
154,EXC
155,EXC
156,EXC
157,EXC
158,EXC
159,FAIL
160,FAIL
161,EXC
162,EXC
163,EXC
164,EXC
165,EXC
166,EXC
167,EXC
168,EXC
169,EXC
170,FAIL
171,FAIL
172,EXC
173,FAIL
174,EXC
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,FAIL
180,EXC
181,FAIL
182,FAIL
183,FAIL
184,LIVE
185,LIVE
186,FAIL
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,EXC
194,EXC
195,FAIL
196,EXC
197,FAIL
198,EXC
199,FAIL
200,EXC
201,FAIL
202,EXC
203,EXC
204,FAIL
205,EXC
206,EXC
207,EXC
208,EXC
209,FAIL
210,EXC
211,FAIL
212,EXC
213,EXC
214,EXC
215,FAIL
216,EXC
217,FAIL
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,EXC
223,EXC
224,EXC
225,EXC
226,FAIL
227,FAIL
228,FAIL
229,FAIL
230,FAIL
231,EXC
232,FAIL
233,EXC
234,EXC
235,EXC
236,EXC
237,EXC
238,EXC
239,FAIL
240,FAIL
241,LIVE
242,FAIL
243,FAIL
244,FAIL
245,FAIL
246,FAIL
247,FAIL
248,FAIL
249,FAIL
250,FAIL
251,FAIL
252,EXC
253,FAIL
254,EXC
255,EXC
256,EXC
257,LIVE
258,EXC
259,EXC
260,FAIL
261,EXC
262,EXC
263,EXC
264,LIVE
265,FAIL
266,LIVE
267,EXC
268,LIVE
