MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,LIVE
6,FAIL
7,UNCOV
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,FAIL
19,EXC
20,FAIL
21,FAIL
22,FAIL
23,EXC
24,LIVE
25,EXC
26,FAIL
27,EXC
28,EXC
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,EXC
36,LIVE
37,FAIL
38,FAIL
39,UNCOV
40,FAIL
41,FAIL
42,UNCOV
43,UNCOV
44,LIVE
45,LIVE
46,FAIL
47,FAIL
48,FAIL
49,LIVE
50,FAIL
51,LIVE
52,LIVE
53,FAIL
54,LIVE
55,FAIL
56,UNCOV
57,UNCOV
58,UNCOV
59,UNCOV
60,UNCOV
61,UNCOV
62,UNCOV
63,UNCOV
64,UNCOV
65,UNCOV
66,UNCOV
67,UNCOV
68,UNCOV
69,UNCOV
70,UNCOV
71,UNCOV
72,FAIL
73,EXC
74,FAIL
75,FAIL
76,LIVE
77,EXC
78,LIVE
79,LIVE
80,LIVE
81,EXC
82,EXC
83,EXC
84,UNCOV
85,LIVE
86,LIVE
87,EXC
88,EXC
89,EXC
90,UNCOV
91,UNCOV
92,UNCOV
93,UNCOV
94,UNCOV
95,EXC
96,LIVE
97,EXC
98,UNCOV
99,LIVE
100,EXC
101,EXC
102,EXC
103,EXC
104,EXC
105,EXC
106,LIVE
107,EXC
108,LIVE
109,UNCOV
110,EXC
111,LIVE
112,EXC
113,EXC
114,EXC
115,EXC
116,EXC
117,EXC
118,EXC
119,LIVE
120,UNCOV
121,EXC
122,EXC
123,LIVE
124,LIVE
125,LIVE
126,LIVE
127,EXC
128,FAIL
129,LIVE
130,UNCOV
131,EXC
132,EXC
133,UNCOV
134,LIVE
135,EXC
136,FAIL
137,EXC
138,EXC
139,FAIL
140,EXC
141,EXC
142,FAIL
143,EXC
144,FAIL
145,LIVE
146,FAIL
147,FAIL
148,UNCOV
149,EXC
150,EXC
151,LIVE
152,UNCOV
153,FAIL
154,FAIL
155,FAIL
156,EXC
157,FAIL
158,LIVE
159,FAIL
160,UNCOV
161,FAIL
162,EXC
163,FAIL
164,EXC
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,UNCOV
171,UNCOV
172,UNCOV
173,UNCOV
