MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,LIVE
3,EXC
4,FAIL
5,EXC
6,FAIL
7,LIVE
8,LIVE
9,LIVE
10,FAIL
11,EXC
12,EXC
13,EXC
14,EXC
15,LIVE
16,LIVE
17,EXC
18,EXC
19,LIVE
20,EXC
21,FAIL
22,EXC
23,FAIL
24,EXC
25,EXC
26,EXC
27,LIVE
28,LIVE
29,EXC
30,FAIL
31,FAIL
32,EXC
33,FAIL
34,EXC
35,EXC
36,LIVE
37,FAIL
38,LIVE
39,LIVE
40,FAIL
41,FAIL
42,UNCOV
43,UNCOV
44,LIVE
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,EXC
56,LIVE
57,EXC
58,UNCOV
59,FAIL
60,EXC
61,FAIL
62,FAIL
63,FAIL
64,EXC
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,EXC
72,FAIL
73,FAIL
74,FAIL
75,EXC
76,EXC
77,FAIL
78,EXC
79,EXC
80,EXC
81,EXC
82,EXC
83,EXC
84,EXC
85,EXC
86,LIVE
87,EXC
88,EXC
89,EXC
90,EXC
91,EXC
92,EXC
93,EXC
94,EXC
95,EXC
96,EXC
97,EXC
98,EXC
99,EXC
100,EXC
101,EXC
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,EXC
108,EXC
109,LIVE
110,LIVE
111,LIVE
112,EXC
113,EXC
114,LIVE
115,LIVE
116,EXC
117,LIVE
118,EXC
119,EXC
120,FAIL
121,EXC
122,EXC
123,FAIL
124,FAIL
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,EXC
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,LIVE
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,EXC
149,LIVE
150,LIVE
151,LIVE
152,EXC
153,LIVE
154,UNCOV
155,UNCOV
156,UNCOV
157,UNCOV
158,UNCOV
159,UNCOV
160,UNCOV
161,UNCOV
162,UNCOV
163,LIVE
164,EXC
165,EXC
166,LIVE
167,EXC
168,LIVE
169,EXC
170,EXC
171,EXC
172,EXC
173,EXC
174,EXC
175,EXC
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,EXC
181,LIVE
182,EXC
183,LIVE
184,EXC
185,LIVE
186,EXC
187,LIVE
188,EXC
189,LIVE
190,EXC
191,EXC
192,EXC
193,EXC
194,TIME
195,EXC
196,EXC
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,EXC
202,FAIL
203,EXC
204,EXC
205,EXC
206,EXC
207,EXC
208,EXC
209,EXC
210,LIVE
211,EXC
212,EXC
213,EXC
214,EXC
215,EXC
216,LIVE
217,EXC
218,EXC
219,EXC
220,EXC
221,EXC
222,LIVE
223,LIVE
224,EXC
225,EXC
226,EXC
227,FAIL
228,EXC
229,LIVE
230,EXC
231,EXC
232,EXC
233,LIVE
234,EXC
235,LIVE
236,EXC
237,LIVE
238,EXC
239,UNCOV
240,UNCOV
241,UNCOV
242,UNCOV
243,FAIL
244,FAIL
245,LIVE
246,EXC
247,EXC
248,EXC
249,LIVE
250,EXC
251,EXC
252,EXC
253,EXC
254,UNCOV
255,UNCOV
256,LIVE
257,LIVE
258,EXC
259,LIVE
260,EXC
261,EXC
262,EXC
263,EXC
264,EXC
265,EXC
266,FAIL
267,FAIL
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,FAIL
276,FAIL
277,UNCOV
278,UNCOV
279,UNCOV
280,UNCOV
281,UNCOV
282,UNCOV
283,EXC
284,LIVE
285,LIVE
286,UNCOV
287,UNCOV
288,LIVE
289,EXC
290,EXC
291,EXC
292,LIVE
293,EXC
294,EXC
295,EXC
296,EXC
297,UNCOV
298,UNCOV
299,UNCOV
300,UNCOV
301,UNCOV
302,UNCOV
303,UNCOV
304,UNCOV
305,UNCOV
306,UNCOV
307,UNCOV
308,LIVE
309,LIVE
310,LIVE
311,UNCOV
312,UNCOV
313,LIVE
314,LIVE
315,EXC
316,LIVE
317,LIVE
318,LIVE
319,LIVE
320,EXC
321,LIVE
322,LIVE
323,LIVE
324,LIVE
325,EXC
326,LIVE
327,LIVE
328,UNCOV
329,UNCOV
330,UNCOV
331,UNCOV
332,UNCOV
333,UNCOV
334,UNCOV
335,UNCOV
336,UNCOV
337,UNCOV
338,UNCOV
339,UNCOV
340,UNCOV
341,UNCOV
342,UNCOV
343,UNCOV
344,UNCOV
345,UNCOV
346,UNCOV
347,UNCOV
348,UNCOV
349,UNCOV
350,EXC
351,UNCOV
352,LIVE
353,LIVE
354,LIVE
355,LIVE
356,FAIL
357,UNCOV
358,UNCOV
359,FAIL
360,FAIL
361,LIVE
362,LIVE
363,FAIL
364,FAIL
365,FAIL
366,FAIL
367,LIVE
368,FAIL
369,FAIL
370,FAIL
371,FAIL
372,FAIL
373,FAIL
374,FAIL
375,FAIL
376,EXC
377,FAIL
378,FAIL
379,FAIL
380,FAIL
381,LIVE
382,FAIL
383,FAIL
384,LIVE
385,LIVE
386,LIVE
387,EXC
388,EXC
389,EXC
390,FAIL
391,FAIL
392,LIVE
393,FAIL
394,FAIL
395,FAIL
396,FAIL
397,FAIL
398,FAIL
399,FAIL
400,LIVE
401,FAIL
402,FAIL
403,FAIL
404,FAIL
405,FAIL
406,FAIL
407,FAIL
408,FAIL
409,FAIL
410,LIVE
411,LIVE
412,LIVE
413,LIVE
414,LIVE
415,EXC
416,FAIL
417,EXC
418,FAIL
419,FAIL
420,FAIL
421,FAIL
422,FAIL
423,FAIL
424,FAIL
425,FAIL
426,FAIL
427,FAIL
428,FAIL
429,EXC
430,FAIL
431,LIVE
432,LIVE
433,LIVE
434,LIVE
435,FAIL
436,FAIL
437,FAIL
438,FAIL
439,FAIL
440,FAIL
441,FAIL
442,FAIL
443,FAIL
444,FAIL
445,LIVE
446,FAIL
447,FAIL
448,FAIL
449,FAIL
450,TIME
451,FAIL
452,FAIL
453,FAIL
454,FAIL
455,FAIL
456,FAIL
457,FAIL
458,LIVE
459,FAIL
460,FAIL
461,FAIL
462,FAIL
463,LIVE
464,FAIL
465,LIVE
466,FAIL
467,FAIL
468,FAIL
469,FAIL
470,FAIL
471,FAIL
472,FAIL
473,FAIL
474,FAIL
475,EXC
476,FAIL
477,FAIL
478,LIVE
479,FAIL
480,LIVE
481,FAIL
482,FAIL
483,FAIL
484,FAIL
485,FAIL
486,FAIL
487,EXC
488,UNCOV
489,LIVE
490,LIVE
491,LIVE
492,LIVE
493,LIVE
494,FAIL
495,UNCOV
496,FAIL
497,LIVE
498,FAIL
499,FAIL
500,FAIL
501,FAIL
502,FAIL
503,LIVE
504,LIVE
505,LIVE
506,LIVE
507,LIVE
508,LIVE
509,LIVE
510,FAIL
511,LIVE
512,FAIL
513,LIVE
514,LIVE
515,FAIL
516,FAIL
517,FAIL
518,FAIL
519,LIVE
520,FAIL
521,EXC
522,LIVE
523,LIVE
524,LIVE
525,LIVE
526,EXC
527,LIVE
528,EXC
529,UNCOV
530,UNCOV
531,EXC
532,UNCOV
533,UNCOV
534,UNCOV
535,UNCOV
536,UNCOV
537,UNCOV
538,UNCOV
539,UNCOV
540,UNCOV
541,UNCOV
542,UNCOV
543,UNCOV
544,EXC
545,EXC
546,EXC
547,EXC
548,EXC
549,LIVE
550,EXC
551,EXC
552,LIVE
553,EXC
554,EXC
555,LIVE
556,EXC
557,EXC
558,EXC
559,LIVE
560,EXC
561,EXC
562,EXC
563,EXC
564,LIVE
565,EXC
566,EXC
567,LIVE
568,LIVE
569,EXC
570,LIVE
571,LIVE
572,EXC
573,EXC
574,LIVE
575,EXC
576,EXC
577,EXC
578,EXC
579,EXC
580,EXC
581,EXC
582,EXC
583,EXC
584,FAIL
585,LIVE
586,EXC
587,EXC
588,EXC
589,EXC
590,EXC
591,EXC
592,EXC
593,EXC
594,LIVE
595,EXC
596,EXC
597,LIVE
598,EXC
599,EXC
600,LIVE
601,EXC
602,LIVE
603,LIVE
604,EXC
605,EXC
606,EXC
607,EXC
608,EXC
609,EXC
610,LIVE
611,EXC
612,LIVE
613,EXC
614,LIVE
615,LIVE
616,FAIL
617,LIVE
618,LIVE
619,LIVE
620,LIVE
621,LIVE
622,LIVE
623,LIVE
624,LIVE
625,EXC
626,EXC
627,EXC
628,LIVE
629,EXC
630,EXC
631,EXC
632,EXC
633,EXC
634,EXC
635,EXC
636,EXC
637,LIVE
638,LIVE
639,LIVE
640,LIVE
641,LIVE
642,EXC
643,EXC
644,LIVE
645,LIVE
646,LIVE
647,LIVE
648,LIVE
649,EXC
650,FAIL
651,LIVE
652,TIME
653,UNCOV
654,LIVE
655,EXC
656,EXC
657,LIVE
658,EXC
659,LIVE
660,EXC
661,LIVE
662,LIVE
663,LIVE
664,LIVE
665,EXC
666,EXC
667,FAIL
668,EXC
669,EXC
670,EXC
671,EXC
672,EXC
673,FAIL
674,EXC
675,EXC
676,LIVE
677,EXC
678,EXC
679,LIVE
680,EXC
681,LIVE
682,LIVE
683,EXC
684,EXC
685,LIVE
686,LIVE
687,LIVE
688,LIVE
689,LIVE
690,EXC
691,EXC
692,LIVE
693,LIVE
694,EXC
695,EXC
696,LIVE
697,EXC
698,LIVE
699,EXC
700,LIVE
701,LIVE
702,EXC
703,FAIL
704,FAIL
705,FAIL
706,FAIL
707,FAIL
708,FAIL
709,FAIL
710,FAIL
711,FAIL
712,FAIL
713,FAIL
714,LIVE
715,EXC
716,EXC
717,LIVE
718,EXC
719,LIVE
720,EXC
721,LIVE
722,LIVE
723,EXC
724,LIVE
725,TIME
726,EXC
727,FAIL
728,LIVE
729,LIVE
730,LIVE
731,EXC
732,LIVE
733,LIVE
734,EXC
735,EXC
736,EXC
737,EXC
738,EXC
739,LIVE
740,LIVE
741,EXC
742,LIVE
743,LIVE
744,EXC
745,EXC
746,LIVE
747,FAIL
748,LIVE
749,LIVE
750,FAIL
751,FAIL
752,FAIL
753,FAIL
754,LIVE
755,FAIL
756,LIVE
757,EXC
758,FAIL
759,LIVE
760,EXC
761,FAIL
762,FAIL
763,FAIL
764,LIVE
765,LIVE
766,EXC
767,EXC
768,FAIL
769,FAIL
770,FAIL
771,FAIL
772,FAIL
773,FAIL
774,FAIL
775,FAIL
776,FAIL
777,EXC
778,FAIL
779,FAIL
780,LIVE
781,EXC
782,EXC
783,FAIL
784,LIVE
785,LIVE
786,LIVE
787,LIVE
788,FAIL
789,FAIL
790,FAIL
791,LIVE
792,LIVE
793,FAIL
794,FAIL
795,LIVE
796,FAIL
797,FAIL
798,UNCOV
799,UNCOV
800,UNCOV
801,UNCOV
802,UNCOV
803,UNCOV
804,UNCOV
805,UNCOV
806,UNCOV
807,UNCOV
808,UNCOV
809,FAIL
810,LIVE
811,FAIL
812,FAIL
813,LIVE
814,UNCOV
815,UNCOV
816,UNCOV
817,FAIL
818,EXC
819,LIVE
820,LIVE
821,EXC
822,LIVE
823,LIVE
824,EXC
825,LIVE
826,EXC
827,EXC
828,LIVE
829,EXC
830,EXC
831,EXC
832,LIVE
833,LIVE
834,EXC
835,EXC
836,EXC
837,EXC
838,EXC
839,FAIL
840,FAIL
841,FAIL
842,LIVE
843,FAIL
844,FAIL
845,FAIL
846,EXC
847,LIVE
848,FAIL
849,FAIL
850,FAIL
851,LIVE
852,LIVE
853,FAIL
854,FAIL
855,UNCOV
856,UNCOV
857,FAIL
858,FAIL
859,FAIL
860,FAIL
861,FAIL
862,EXC
863,LIVE
864,EXC
865,FAIL
866,FAIL
867,FAIL
868,FAIL
869,FAIL
870,FAIL
871,FAIL
872,FAIL
873,FAIL
874,FAIL
875,FAIL
876,FAIL
877,FAIL
878,FAIL
879,FAIL
880,FAIL
881,FAIL
882,FAIL
883,FAIL
884,FAIL
885,FAIL
886,FAIL
887,FAIL
888,FAIL
889,FAIL
890,FAIL
891,EXC
892,LIVE
893,FAIL
894,EXC
895,FAIL
896,FAIL
897,FAIL
898,FAIL
899,EXC
900,FAIL
901,FAIL
902,EXC
903,FAIL
904,FAIL
905,FAIL
906,FAIL
907,FAIL
908,FAIL
909,FAIL
910,FAIL
911,FAIL
912,FAIL
913,FAIL
914,FAIL
915,FAIL
916,FAIL
917,LIVE
918,FAIL
919,FAIL
920,FAIL
921,FAIL
922,FAIL
923,FAIL
924,FAIL
925,FAIL
926,FAIL
927,FAIL
928,FAIL
929,TIME
930,FAIL
931,FAIL
932,FAIL
933,FAIL
934,FAIL
935,FAIL
936,LIVE
937,FAIL
938,LIVE
939,LIVE
940,FAIL
941,FAIL
942,FAIL
943,FAIL
944,LIVE
945,FAIL
946,FAIL
947,TIME
948,LIVE
949,FAIL
950,LIVE
951,FAIL
952,LIVE
953,TIME
954,FAIL
955,LIVE
956,FAIL
957,FAIL
958,LIVE
959,FAIL
960,EXC
961,LIVE
962,EXC
963,FAIL
964,FAIL
965,FAIL
966,FAIL
967,FAIL
968,FAIL
969,FAIL
970,FAIL
971,UNCOV
972,FAIL
973,LIVE
974,LIVE
975,FAIL
976,FAIL
977,FAIL
978,FAIL
979,FAIL
980,FAIL
981,FAIL
982,FAIL
983,FAIL
984,FAIL
985,FAIL
986,FAIL
987,FAIL
988,LIVE
989,EXC
990,EXC
991,EXC
992,FAIL
993,EXC
994,EXC
995,EXC
996,EXC
997,FAIL
998,FAIL
999,LIVE
1000,LIVE
1001,LIVE
1002,LIVE
1003,LIVE
1004,EXC
1005,UNCOV
1006,UNCOV
1007,UNCOV
1008,UNCOV
1009,EXC
1010,LIVE
1011,EXC
1012,LIVE
1013,EXC
1014,LIVE
1015,LIVE
1016,LIVE
1017,LIVE
1018,EXC
1019,EXC
1020,LIVE
1021,EXC
1022,LIVE
1023,LIVE
1024,EXC
1025,LIVE
1026,EXC
1027,LIVE
1028,LIVE
1029,FAIL
1030,FAIL
1031,EXC
1032,FAIL
1033,EXC
1034,EXC
1035,FAIL
1036,FAIL
1037,FAIL
1038,FAIL
1039,FAIL
1040,FAIL
1041,LIVE
1042,FAIL
1043,FAIL
1044,FAIL
1045,FAIL
1046,FAIL
1047,FAIL
1048,FAIL
1049,FAIL
1050,LIVE
1051,FAIL
1052,FAIL
1053,FAIL
1054,FAIL
1055,LIVE
1056,FAIL
1057,FAIL
1058,FAIL
1059,FAIL
1060,FAIL
1061,FAIL
1062,FAIL
1063,FAIL
1064,LIVE
1065,FAIL
1066,FAIL
1067,LIVE
1068,FAIL
1069,FAIL
1070,LIVE
1071,FAIL
1072,FAIL
1073,FAIL
1074,FAIL
1075,FAIL
1076,FAIL
1077,FAIL
1078,FAIL
1079,LIVE
1080,FAIL
1081,FAIL
1082,FAIL
1083,FAIL
1084,FAIL
1085,FAIL
1086,FAIL
1087,FAIL
1088,LIVE
1089,FAIL
1090,FAIL
1091,FAIL
1092,FAIL
1093,LIVE
1094,FAIL
1095,FAIL
1096,FAIL
1097,FAIL
1098,FAIL
1099,FAIL
1100,FAIL
1101,FAIL
1102,LIVE
1103,FAIL
1104,FAIL
1105,LIVE
1106,FAIL
1107,FAIL
1108,LIVE
1109,FAIL
1110,FAIL
1111,FAIL
1112,LIVE
1113,LIVE
1114,UNCOV
1115,UNCOV
1116,UNCOV
1117,UNCOV
1118,UNCOV
1119,UNCOV
1120,UNCOV
1121,UNCOV
1122,UNCOV
1123,UNCOV
1124,UNCOV
1125,UNCOV
1126,UNCOV
1127,UNCOV
1128,UNCOV
1129,UNCOV
1130,UNCOV
1131,UNCOV
1132,UNCOV
1133,UNCOV
1134,UNCOV
1135,UNCOV
1136,UNCOV
1137,FAIL
1138,FAIL
1139,FAIL
1140,LIVE
1141,LIVE
1142,LIVE
1143,FAIL
1144,LIVE
1145,FAIL
1146,LIVE
1147,LIVE
1148,FAIL
1149,FAIL
1150,EXC
1151,EXC
1152,LIVE
1153,EXC
1154,EXC
1155,LIVE
1156,EXC
1157,LIVE
1158,LIVE
1159,EXC
1160,EXC
1161,EXC
1162,LIVE
1163,EXC
1164,EXC
1165,LIVE
1166,EXC
1167,LIVE
1168,EXC
1169,LIVE
1170,LIVE
1171,LIVE
1172,LIVE
1173,EXC
1174,LIVE
1175,EXC
1176,EXC
1177,LIVE
1178,EXC
1179,LIVE
1180,EXC
1181,LIVE
1182,UNCOV
1183,UNCOV
1184,EXC
1185,EXC
1186,EXC
1187,EXC
1188,EXC
1189,LIVE
1190,LIVE
1191,FAIL
1192,LIVE
1193,LIVE
1194,LIVE
1195,EXC
1196,LIVE
1197,EXC
1198,LIVE
1199,EXC
1200,EXC
1201,UNCOV
1202,UNCOV
1203,LIVE
1204,EXC
1205,FAIL
1206,LIVE
1207,FAIL
1208,EXC
1209,EXC
1210,EXC
1211,FAIL
1212,EXC
1213,EXC
1214,LIVE
1215,LIVE
1216,EXC
1217,EXC
1218,EXC
1219,EXC
1220,LIVE
1221,LIVE
1222,EXC
1223,EXC
1224,LIVE
1225,LIVE
1226,EXC
1227,FAIL
1228,FAIL
1229,LIVE
1230,LIVE
1231,FAIL
1232,FAIL
1233,EXC
1234,FAIL
1235,FAIL
1236,EXC
1237,EXC
1238,FAIL
1239,EXC
1240,LIVE
1241,FAIL
1242,FAIL
1243,FAIL
1244,FAIL
1245,EXC
