MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,EXC
7,FAIL
8,FAIL
9,FAIL
10,LIVE
11,EXC
12,LIVE
13,LIVE
14,EXC
15,UNCOV
16,FAIL
17,UNCOV
18,EXC
19,EXC
20,EXC
21,EXC
22,EXC
23,EXC
24,LIVE
25,EXC
26,LIVE
27,LIVE
28,FAIL
29,EXC
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,LIVE
40,EXC
41,EXC
42,EXC
43,FAIL
44,FAIL
45,LIVE
46,EXC
47,EXC
48,EXC
49,FAIL
50,EXC
51,EXC
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,LIVE
57,FAIL
58,FAIL
59,UNCOV
60,UNCOV
61,UNCOV
62,UNCOV
63,UNCOV
64,UNCOV
65,UNCOV
66,UNCOV
67,UNCOV
68,UNCOV
69,UNCOV
70,UNCOV
71,UNCOV
72,UNCOV
73,UNCOV
74,UNCOV
75,UNCOV
76,UNCOV
77,UNCOV
78,UNCOV
