MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,LIVE
4,FAIL
5,FAIL
6,TIME
7,EXC
8,EXC
9,FAIL
10,LIVE
11,FAIL
12,EXC
13,EXC
14,LIVE
15,EXC
16,LIVE
17,EXC
18,LIVE
19,EXC
20,FAIL
21,FAIL
22,EXC
23,EXC
24,FAIL
25,TIME
26,FAIL
27,TIME
28,EXC
29,EXC
30,EXC
31,EXC
32,FAIL
33,FAIL
34,EXC
35,EXC
36,LIVE
37,EXC
38,EXC
39,EXC
40,EXC
41,EXC
42,EXC
43,EXC
44,EXC
45,EXC
46,FAIL
47,FAIL
48,LIVE
49,FAIL
50,FAIL
51,LIVE
52,FAIL
53,EXC
54,EXC
55,LIVE
56,LIVE
57,FAIL
58,LIVE
59,EXC
60,EXC
61,EXC
62,EXC
63,EXC
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,LIVE
69,FAIL
70,EXC
71,EXC
72,EXC
73,FAIL
74,FAIL
75,EXC
76,EXC
77,EXC
78,LIVE
79,FAIL
80,EXC
81,EXC
82,EXC
83,EXC
84,FAIL
85,FAIL
86,FAIL
87,EXC
88,FAIL
89,EXC
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,EXC
96,FAIL
97,FAIL
98,FAIL
99,LIVE
100,LIVE
101,FAIL
102,EXC
103,EXC
104,EXC
105,EXC
106,EXC
107,EXC
108,EXC
109,EXC
110,FAIL
111,EXC
112,FAIL
113,EXC
114,FAIL
115,EXC
116,FAIL
117,EXC
118,EXC
119,FAIL
120,EXC
121,EXC
122,EXC
123,EXC
124,FAIL
125,EXC
126,FAIL
127,EXC
128,EXC
129,FAIL
130,FAIL
131,EXC
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,EXC
139,EXC
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,EXC
147,FAIL
148,EXC
149,EXC
150,EXC
151,EXC
152,EXC
153,EXC
154,FAIL
155,FAIL
156,LIVE
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,FAIL
164,FAIL
165,LIVE
166,LIVE
167,LIVE
168,LIVE
169,LIVE
170,LIVE
171,FAIL
172,LIVE
