MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,FAIL
3,EXC
4,FAIL
5,LIVE
6,UNCOV
7,UNCOV
8,UNCOV
9,UNCOV
10,UNCOV
11,UNCOV
12,UNCOV
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,EXC
23,UNCOV
24,UNCOV
25,UNCOV
26,UNCOV
27,EXC
28,FAIL
29,EXC
30,EXC
31,EXC
32,FAIL
33,EXC
34,FAIL
35,EXC
36,TIME
37,FAIL
38,LIVE
39,EXC
40,LIVE
41,EXC
42,EXC
43,UNCOV
44,UNCOV
45,UNCOV
46,UNCOV
47,UNCOV
48,UNCOV
49,UNCOV
50,UNCOV
51,UNCOV
52,UNCOV
53,UNCOV
54,UNCOV
55,UNCOV
56,UNCOV
57,UNCOV
58,UNCOV
59,UNCOV
60,UNCOV
61,LIVE
62,LIVE
63,EXC
64,LIVE
65,UNCOV
66,LIVE
67,LIVE
68,UNCOV
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,UNCOV
74,UNCOV
75,EXC
76,EXC
77,FAIL
78,FAIL
79,EXC
80,LIVE
81,EXC
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,LIVE
89,FAIL
90,LIVE
91,EXC
92,EXC
93,EXC
94,LIVE
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,UNCOV
102,UNCOV
103,LIVE
104,UNCOV
105,UNCOV
106,LIVE
107,LIVE
108,EXC
109,EXC
110,UNCOV
111,UNCOV
112,UNCOV
113,UNCOV
114,UNCOV
115,UNCOV
116,UNCOV
117,UNCOV
118,UNCOV
119,LIVE
120,LIVE
121,LIVE
122,LIVE
123,EXC
124,EXC
125,LIVE
126,LIVE
127,EXC
128,LIVE
129,LIVE
130,LIVE
131,FAIL
132,EXC
133,LIVE
134,LIVE
135,EXC
136,LIVE
137,UNCOV
138,LIVE
139,LIVE
140,UNCOV
141,LIVE
142,LIVE
143,LIVE
144,LIVE
145,UNCOV
146,UNCOV
147,EXC
148,EXC
149,LIVE
150,FAIL
151,UNCOV
152,UNCOV
153,UNCOV
154,LIVE
155,LIVE
156,EXC
157,LIVE
158,UNCOV
159,LIVE
160,LIVE
161,UNCOV
162,LIVE
163,LIVE
164,LIVE
165,LIVE
166,UNCOV
167,UNCOV
168,EXC
169,EXC
170,LIVE
171,FAIL
172,UNCOV
173,UNCOV
174,UNCOV
175,LIVE
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,LIVE
181,LIVE
182,LIVE
183,LIVE
184,LIVE
185,EXC
186,LIVE
187,UNCOV
188,LIVE
189,UNCOV
190,UNCOV
191,FAIL
192,LIVE
193,EXC
194,EXC
195,FAIL
196,LIVE
197,LIVE
198,FAIL
199,LIVE
200,FAIL
201,UNCOV
202,UNCOV
203,UNCOV
204,LIVE
205,LIVE
206,FAIL
207,LIVE
208,EXC
209,EXC
210,LIVE
211,FAIL
212,EXC
213,FAIL
214,LIVE
215,LIVE
216,FAIL
217,LIVE
218,LIVE
219,UNCOV
220,LIVE
221,LIVE
222,LIVE
223,LIVE
224,UNCOV
225,UNCOV
226,EXC
227,EXC
228,LIVE
229,UNCOV
230,UNCOV
231,LIVE
232,UNCOV
233,LIVE
234,LIVE
235,UNCOV
236,LIVE
237,LIVE
238,LIVE
239,LIVE
240,UNCOV
241,UNCOV
242,EXC
243,EXC
244,LIVE
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,LIVE
252,EXC
253,LIVE
254,EXC
255,LIVE
256,LIVE
257,LIVE
258,LIVE
259,EXC
260,LIVE
261,LIVE
262,LIVE
263,LIVE
264,LIVE
265,LIVE
266,UNCOV
267,LIVE
268,UNCOV
269,UNCOV
270,FAIL
271,LIVE
272,FAIL
273,EXC
274,FAIL
275,FAIL
276,LIVE
277,LIVE
278,FAIL
279,LIVE
280,EXC
281,EXC
282,LIVE
283,FAIL
284,EXC
285,FAIL
286,LIVE
287,LIVE
288,FAIL
289,EXC
290,LIVE
291,UNCOV
292,UNCOV
293,UNCOV
294,UNCOV
295,UNCOV
296,UNCOV
297,UNCOV
298,UNCOV
299,UNCOV
300,UNCOV
301,UNCOV
302,UNCOV
303,UNCOV
304,UNCOV
305,UNCOV
306,UNCOV
307,UNCOV
308,UNCOV
309,UNCOV
310,UNCOV
311,UNCOV
312,UNCOV
313,UNCOV
314,UNCOV
315,UNCOV
316,UNCOV
317,EXC
