MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,EXC
3,LIVE
4,EXC
5,LIVE
6,LIVE
7,LIVE
8,LIVE
9,TIME
10,LIVE
11,LIVE
12,EXC
13,LIVE
14,LIVE
15,LIVE
16,LIVE
17,TIME
18,LIVE
19,LIVE
20,LIVE
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,LIVE
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,LIVE
41,LIVE
42,UNCOV
43,LIVE
44,LIVE
45,FAIL
46,LIVE
47,EXC
48,EXC
49,EXC
50,FAIL
51,EXC
52,FAIL
53,EXC
54,EXC
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,LIVE
60,FAIL
61,EXC
62,EXC
63,FAIL
64,EXC
65,EXC
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,EXC
72,FAIL
73,FAIL
74,EXC
75,FAIL
76,FAIL
77,UNCOV
78,UNCOV
79,UNCOV
80,UNCOV
81,UNCOV
82,UNCOV
