MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,EXC
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,EXC
8,FAIL
9,FAIL
10,EXC
11,EXC
12,EXC
13,EXC
14,LIVE
15,FAIL
16,EXC
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,LIVE
24,EXC
25,FAIL
26,EXC
27,FAIL
28,EXC
29,EXC
30,FAIL
31,FAIL
32,EXC
33,EXC
34,FAIL
35,EXC
36,FAIL
37,EXC
38,FAIL
39,EXC
40,EXC
41,EXC
42,EXC
43,EXC
44,FAIL
45,EXC
46,FAIL
47,EXC
48,FAIL
49,EXC
50,EXC
51,FAIL
52,EXC
53,FAIL
54,EXC
55,FAIL
56,FAIL
57,FAIL
58,EXC
59,FAIL
60,FAIL
61,EXC
62,EXC
63,FAIL
64,EXC
65,EXC
66,EXC
