MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,FAIL
4,EXC
5,FAIL
6,FAIL
7,EXC
8,LIVE
9,EXC
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,TIME
16,FAIL
17,LIVE
18,EXC
19,FAIL
20,FAIL
21,EXC
22,FAIL
23,EXC
24,FAIL
25,LIVE
26,EXC
27,EXC
28,FAIL
29,FAIL
30,TIME
31,EXC
32,FAIL
33,LIVE
34,LIVE
35,FAIL
36,LIVE
37,EXC
38,EXC
39,LIVE
40,FAIL
41,FAIL
42,LIVE
43,EXC
44,FAIL
45,FAIL
46,EXC
47,UNCOV
48,EXC
49,EXC
50,EXC
51,LIVE
52,EXC
53,EXC
54,LIVE
55,FAIL
56,LIVE
57,EXC
58,EXC
59,EXC
60,EXC
61,LIVE
62,LIVE
63,LIVE
64,FAIL
65,FAIL
66,FAIL
67,LIVE
68,LIVE
69,FAIL
70,FAIL
71,EXC
72,EXC
73,FAIL
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,FAIL
79,EXC
80,FAIL
81,LIVE
82,FAIL
83,EXC
84,EXC
85,LIVE
86,FAIL
87,FAIL
88,EXC
89,LIVE
90,EXC
91,FAIL
92,EXC
93,FAIL
94,TIME
95,TIME
96,EXC
97,LIVE
98,EXC
99,FAIL
100,LIVE
101,LIVE
102,LIVE
103,UNCOV
104,UNCOV
105,UNCOV
106,UNCOV
107,UNCOV
108,UNCOV
109,UNCOV
110,UNCOV
111,UNCOV
112,UNCOV
113,UNCOV
114,UNCOV
115,UNCOV
116,EXC
117,EXC
118,EXC
119,EXC
120,EXC
121,EXC
122,LIVE
123,EXC
124,FAIL
125,LIVE
126,LIVE
127,FAIL
128,EXC
129,LIVE
130,TIME
131,FAIL
132,LIVE
133,LIVE
134,FAIL
135,LIVE
136,LIVE
137,LIVE
138,LIVE
139,LIVE
140,FAIL
141,UNCOV
142,UNCOV
143,UNCOV
144,UNCOV
145,UNCOV
146,UNCOV
147,UNCOV
148,FAIL
149,EXC
150,FAIL
151,FAIL
152,EXC
153,FAIL
154,UNCOV
155,UNCOV
156,UNCOV
157,UNCOV
158,UNCOV
159,UNCOV
160,UNCOV
161,UNCOV
162,UNCOV
163,UNCOV
164,UNCOV
165,UNCOV
166,UNCOV
167,UNCOV
168,LIVE
169,LIVE
170,FAIL
171,LIVE
172,LIVE
173,FAIL
174,FAIL
175,EXC
176,FAIL
177,EXC
178,EXC
179,EXC
180,LIVE
181,LIVE
182,FAIL
183,LIVE
184,FAIL
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,FAIL
190,LIVE
191,EXC
192,FAIL
193,LIVE
194,UNCOV
195,UNCOV
196,UNCOV
197,UNCOV
198,UNCOV
199,UNCOV
200,FAIL
201,TIME
202,LIVE
203,EXC
204,LIVE
205,EXC
206,LIVE
207,EXC
208,EXC
209,LIVE
210,LIVE
211,LIVE
212,LIVE
213,FAIL
214,EXC
215,LIVE
216,FAIL
217,FAIL
218,LIVE
219,FAIL
220,LIVE
221,EXC
222,EXC
223,FAIL
224,EXC
225,EXC
226,EXC
227,FAIL
228,FAIL
229,FAIL
230,LIVE
231,FAIL
232,LIVE
233,FAIL
234,FAIL
235,TIME
236,FAIL
237,FAIL
238,FAIL
239,LIVE
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,FAIL
245,FAIL
246,UNCOV
247,UNCOV
248,UNCOV
249,UNCOV
250,FAIL
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,FAIL
259,EXC
260,LIVE
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,FAIL
266,TIME
267,UNCOV
268,UNCOV
269,UNCOV
270,UNCOV
271,UNCOV
272,UNCOV
273,UNCOV
274,UNCOV
275,FAIL
276,FAIL
