MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,EXC
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,LIVE
12,FAIL
13,FAIL
14,EXC
15,EXC
16,FAIL
17,EXC
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,EXC
23,EXC
24,EXC
25,FAIL
26,EXC
27,EXC
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,LIVE
36,EXC
37,FAIL
38,FAIL
39,EXC
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,EXC
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,EXC
56,FAIL
57,FAIL
58,LIVE
59,FAIL
60,FAIL
61,EXC
62,FAIL
63,UNCOV
64,LIVE
65,FAIL
66,FAIL
67,EXC
68,FAIL
69,UNCOV
70,LIVE
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,FAIL
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,EXC
89,FAIL
90,UNCOV
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,EXC
97,EXC
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,LIVE
110,LIVE
111,LIVE
112,LIVE
113,EXC
114,LIVE
115,LIVE
116,EXC
117,LIVE
118,LIVE
119,EXC
120,LIVE
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,LIVE
126,UNCOV
127,UNCOV
128,LIVE
129,LIVE
130,LIVE
131,LIVE
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,LIVE
137,EXC
138,LIVE
139,LIVE
140,EXC
141,LIVE
142,LIVE
143,EXC
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,LIVE
149,EXC
150,LIVE
151,LIVE
152,EXC
153,LIVE
154,LIVE
155,EXC
156,LIVE
157,LIVE
158,LIVE
159,LIVE
160,LIVE
161,EXC
162,LIVE
163,LIVE
164,EXC
165,LIVE
166,LIVE
167,EXC
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,LIVE
173,LIVE
174,LIVE
175,UNCOV
