MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,UNCOV
4,UNCOV
5,UNCOV
6,UNCOV
7,UNCOV
8,UNCOV
9,UNCOV
10,UNCOV
11,UNCOV
12,UNCOV
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,LIVE
18,EXC
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,EXC
24,EXC
25,UNCOV
26,EXC
27,EXC
28,UNCOV
29,UNCOV
30,UNCOV
31,UNCOV
32,UNCOV
33,UNCOV
34,UNCOV
35,UNCOV
36,UNCOV
37,UNCOV
38,UNCOV
39,UNCOV
40,UNCOV
41,UNCOV
42,UNCOV
43,UNCOV
44,UNCOV
45,UNCOV
46,UNCOV
47,UNCOV
48,UNCOV
49,UNCOV
50,UNCOV
51,UNCOV
52,LIVE
53,LIVE
54,LIVE
55,EXC
56,LIVE
57,UNCOV
58,EXC
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,EXC
65,LIVE
66,UNCOV
67,UNCOV
68,UNCOV
69,UNCOV
70,UNCOV
71,UNCOV
72,UNCOV
73,LIVE
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,UNCOV
83,LIVE
84,EXC
85,FAIL
86,EXC
87,EXC
88,FAIL
89,EXC
90,UNCOV
91,FAIL
92,EXC
93,EXC
94,EXC
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,EXC
100,UNCOV
101,UNCOV
102,UNCOV
103,UNCOV
104,UNCOV
105,UNCOV
106,UNCOV
107,EXC
108,LIVE
109,EXC
110,EXC
111,EXC
112,EXC
113,EXC
114,LIVE
115,LIVE
116,LIVE
117,LIVE
118,EXC
119,EXC
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,EXC
132,EXC
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,LIVE
142,EXC
143,EXC
144,EXC
145,EXC
146,EXC
147,LIVE
148,LIVE
149,LIVE
150,LIVE
151,LIVE
152,EXC
153,EXC
154,EXC
155,EXC
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,EXC
161,LIVE
162,LIVE
163,LIVE
164,FAIL
165,UNCOV
166,UNCOV
167,UNCOV
168,LIVE
169,LIVE
170,EXC
171,LIVE
172,LIVE
173,LIVE
174,EXC
175,FAIL
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,EXC
181,EXC
182,UNCOV
183,LIVE
184,EXC
185,UNCOV
186,UNCOV
187,UNCOV
188,UNCOV
189,LIVE
190,EXC
191,FAIL
192,LIVE
193,EXC
194,UNCOV
195,UNCOV
196,UNCOV
197,UNCOV
198,UNCOV
199,UNCOV
200,UNCOV
201,EXC
202,LIVE
203,EXC
204,FAIL
205,FAIL
206,UNCOV
207,UNCOV
208,UNCOV
209,UNCOV
210,UNCOV
211,UNCOV
212,UNCOV
213,UNCOV
214,UNCOV
215,UNCOV
216,FAIL
217,EXC
218,EXC
219,EXC
220,LIVE
221,EXC
222,LIVE
223,EXC
224,LIVE
225,LIVE
226,UNCOV
227,UNCOV
228,UNCOV
229,UNCOV
230,UNCOV
231,UNCOV
232,UNCOV
233,UNCOV
234,UNCOV
235,UNCOV
236,UNCOV
237,UNCOV
238,UNCOV
239,UNCOV
240,UNCOV
241,UNCOV
242,FAIL
243,FAIL
244,LIVE
245,EXC
246,EXC
247,FAIL
248,LIVE
249,UNCOV
250,UNCOV
251,UNCOV
252,UNCOV
253,UNCOV
254,UNCOV
255,UNCOV
256,UNCOV
257,UNCOV
258,UNCOV
259,UNCOV
260,UNCOV
261,UNCOV
262,UNCOV
263,UNCOV
264,UNCOV
265,UNCOV
266,LIVE
267,LIVE
268,LIVE
269,EXC
270,LIVE
271,LIVE
272,EXC
273,FAIL
274,UNCOV
275,UNCOV
276,LIVE
277,LIVE
278,UNCOV
279,UNCOV
280,EXC
281,EXC
282,LIVE
283,EXC
284,UNCOV
285,UNCOV
286,UNCOV
287,UNCOV
288,UNCOV
289,UNCOV
290,LIVE
291,LIVE
292,LIVE
293,EXC
294,UNCOV
295,EXC
296,EXC
297,FAIL
298,UNCOV
299,UNCOV
300,UNCOV
301,UNCOV
302,UNCOV
303,UNCOV
304,UNCOV
305,UNCOV
306,UNCOV
307,UNCOV
308,UNCOV
309,EXC
310,EXC
311,FAIL
312,LIVE
313,UNCOV
314,UNCOV
315,EXC
316,LIVE
317,LIVE
318,LIVE
319,FAIL
320,EXC
321,EXC
322,LIVE
323,EXC
324,FAIL
325,LIVE
326,EXC
327,FAIL
328,FAIL
329,EXC
