MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,UNCOV
3,UNCOV
4,UNCOV
5,UNCOV
6,FAIL
7,FAIL
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,EXC
13,LIVE
14,EXC
15,LIVE
16,LIVE
17,FAIL
18,FAIL
19,EXC
20,EXC
21,EXC
22,EXC
23,EXC
24,FAIL
25,EXC
26,EXC
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,LIVE
32,LIVE
33,UNCOV
34,UNCOV
35,EXC
36,EXC
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,EXC
54,EXC
55,LIVE
56,LIVE
57,EXC
58,UNCOV
59,UNCOV
60,UNCOV
61,UNCOV
62,UNCOV
63,UNCOV
64,UNCOV
65,UNCOV
66,UNCOV
67,UNCOV
68,LIVE
69,EXC
70,EXC
71,LIVE
72,LIVE
73,EXC
74,UNCOV
75,UNCOV
76,UNCOV
77,UNCOV
78,UNCOV
79,UNCOV
80,UNCOV
81,UNCOV
82,UNCOV
83,UNCOV
