MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,EXC
10,EXC
11,EXC
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,EXC
23,EXC
24,LIVE
25,EXC
26,LIVE
27,EXC
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,EXC
37,EXC
38,FAIL
39,TIME
40,TIME
41,LIVE
42,EXC
43,LIVE
44,EXC
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,EXC
54,EXC
55,EXC
56,EXC
57,EXC
58,EXC
59,EXC
60,LIVE
61,EXC
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,EXC
69,FAIL
70,EXC
71,EXC
72,EXC
73,EXC
74,EXC
75,EXC
76,EXC
77,EXC
78,EXC
79,EXC
80,EXC
81,LIVE
82,EXC
83,EXC
84,EXC
85,EXC
86,EXC
87,EXC
88,EXC
89,LIVE
90,EXC
91,EXC
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,EXC
100,EXC
101,EXC
102,EXC
103,EXC
104,EXC
105,LIVE
106,EXC
107,LIVE
108,EXC
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,EXC
118,LIVE
119,LIVE
120,LIVE
121,LIVE
122,FAIL
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,EXC
131,EXC
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,EXC
145,EXC
146,EXC
147,EXC
148,EXC
149,LIVE
150,FAIL
151,FAIL
152,EXC
153,EXC
154,FAIL
155,EXC
156,EXC
157,EXC
158,LIVE
159,LIVE
160,LIVE
161,LIVE
162,LIVE
163,LIVE
164,LIVE
165,LIVE
166,LIVE
167,LIVE
168,LIVE
169,LIVE
170,EXC
171,EXC
172,EXC
173,EXC
174,EXC
175,FAIL
176,LIVE
177,EXC
178,LIVE
179,EXC
180,LIVE
181,LIVE
182,LIVE
183,LIVE
184,LIVE
185,LIVE
186,LIVE
187,LIVE
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,EXC
194,LIVE
195,EXC
196,LIVE
197,EXC
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,FAIL
206,FAIL
207,FAIL
208,EXC
209,EXC
210,EXC
211,FAIL
212,FAIL
213,FAIL
214,LIVE
215,FAIL
216,FAIL
217,LIVE
218,FAIL
219,FAIL
220,LIVE
221,EXC
222,LIVE
223,EXC
224,FAIL
225,FAIL
226,FAIL
227,FAIL
228,FAIL
229,FAIL
230,FAIL
231,FAIL
232,LIVE
233,EXC
234,LIVE
235,EXC
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,LIVE
245,EXC
246,EXC
247,EXC
248,LIVE
249,LIVE
250,UNCOV
251,UNCOV
252,UNCOV
253,UNCOV
254,UNCOV
255,UNCOV
256,UNCOV
257,UNCOV
258,UNCOV
259,UNCOV
260,UNCOV
261,UNCOV
262,UNCOV
263,UNCOV
264,UNCOV
265,UNCOV
266,UNCOV
267,UNCOV
268,UNCOV
269,UNCOV
270,UNCOV
271,UNCOV
272,UNCOV
273,UNCOV
274,UNCOV
275,UNCOV
276,UNCOV
277,UNCOV
278,UNCOV
279,UNCOV
280,UNCOV
281,UNCOV
282,UNCOV
283,UNCOV
284,UNCOV
285,UNCOV
286,EXC
287,FAIL
288,EXC
289,EXC
290,EXC
291,FAIL
292,FAIL
293,FAIL
294,FAIL
295,FAIL
