MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,LIVE
4,LIVE
5,UNCOV
6,UNCOV
7,UNCOV
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,EXC
13,FAIL
14,FAIL
15,EXC
16,LIVE
17,LIVE
18,UNCOV
19,FAIL
20,EXC
21,EXC
22,LIVE
23,LIVE
24,EXC
25,LIVE
26,UNCOV
27,UNCOV
28,LIVE
29,EXC
30,UNCOV
31,LIVE
32,LIVE
33,LIVE
34,EXC
35,EXC
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,UNCOV
41,LIVE
42,LIVE
43,EXC
44,LIVE
45,EXC
46,FAIL
47,EXC
48,EXC
49,LIVE
50,FAIL
51,FAIL
52,EXC
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,EXC
59,EXC
60,FAIL
61,FAIL
62,LIVE
63,FAIL
64,FAIL
65,EXC
66,LIVE
67,EXC
68,EXC
