MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,FAIL
3,EXC
4,LIVE
5,UNCOV
6,UNCOV
7,LIVE
8,FAIL
9,UNCOV
10,UNCOV
11,LIVE
12,EXC
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,FAIL
19,LIVE
20,UNCOV
21,UNCOV
22,LIVE
23,FAIL
24,UNCOV
25,UNCOV
26,LIVE
27,EXC
28,UNCOV
29,UNCOV
30,UNCOV
31,UNCOV
32,UNCOV
33,FAIL
34,FAIL
35,LIVE
36,UNCOV
37,UNCOV
38,LIVE
39,LIVE
40,LIVE
41,EXC
42,FAIL
43,EXC
44,FAIL
45,LIVE
46,EXC
47,LIVE
48,LIVE
49,UNCOV
50,LIVE
51,LIVE
52,EXC
53,LIVE
54,LIVE
55,LIVE
56,LIVE
57,LIVE
58,LIVE
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,UNCOV
70,UNCOV
71,UNCOV
72,UNCOV
73,UNCOV
74,UNCOV
75,UNCOV
76,UNCOV
77,UNCOV
78,LIVE
79,EXC
80,EXC
81,FAIL
82,EXC
83,EXC
84,FAIL
85,LIVE
86,LIVE
87,LIVE
88,EXC
89,EXC
90,LIVE
91,EXC
92,LIVE
93,EXC
94,LIVE
95,LIVE
96,EXC
97,UNCOV
98,EXC
99,FAIL
100,FAIL
101,FAIL
102,EXC
103,FAIL
104,LIVE
105,LIVE
106,LIVE
107,FAIL
108,LIVE
109,LIVE
110,FAIL
111,UNCOV
112,LIVE
113,LIVE
114,FAIL
115,LIVE
116,EXC
117,LIVE
118,LIVE
119,FAIL
120,LIVE
121,LIVE
122,FAIL
123,LIVE
124,FAIL
125,LIVE
126,FAIL
127,LIVE
128,UNCOV
129,FAIL
130,EXC
131,EXC
132,LIVE
133,LIVE
134,FAIL
135,LIVE
136,LIVE
137,FAIL
138,LIVE
139,FAIL
140,LIVE
141,EXC
142,EXC
143,FAIL
144,EXC
145,LIVE
146,LIVE
147,FAIL
148,LIVE
149,LIVE
150,FAIL
151,EXC
152,EXC
153,LIVE
154,EXC
155,EXC
156,LIVE
157,EXC
158,FAIL
159,LIVE
160,FAIL
161,EXC
162,LIVE
163,EXC
164,LIVE
165,FAIL
166,EXC
167,FAIL
168,FAIL
169,FAIL
170,EXC
171,EXC
172,FAIL
173,EXC
174,EXC
175,EXC
176,EXC
177,UNCOV
178,EXC
179,LIVE
180,LIVE
181,EXC
182,UNCOV
183,UNCOV
184,UNCOV
185,EXC
186,LIVE
187,FAIL
188,FAIL
189,FAIL
190,LIVE
191,LIVE
192,FAIL
193,UNCOV
194,FAIL
195,FAIL
196,FAIL
197,EXC
198,LIVE
199,FAIL
200,LIVE
201,LIVE
202,FAIL
203,FAIL
204,UNCOV
205,UNCOV
206,EXC
207,FAIL
208,FAIL
209,FAIL
210,EXC
211,EXC
212,FAIL
213,EXC
214,EXC
215,EXC
216,FAIL
217,FAIL
218,EXC
219,FAIL
220,FAIL
221,FAIL
222,EXC
223,EXC
224,FAIL
225,EXC
226,EXC
227,EXC
228,FAIL
229,FAIL
230,EXC
231,EXC
232,FAIL
233,FAIL
234,FAIL
235,FAIL
236,FAIL
237,LIVE
238,FAIL
239,LIVE
240,FAIL
241,UNCOV
242,UNCOV
243,UNCOV
244,FAIL
245,FAIL
246,LIVE
247,FAIL
248,LIVE
249,FAIL
250,UNCOV
251,UNCOV
252,UNCOV
253,LIVE
254,FAIL
255,TIME
256,FAIL
257,FAIL
258,FAIL
259,FAIL
260,FAIL
261,LIVE
262,LIVE
263,FAIL
264,FAIL
265,FAIL
266,FAIL
267,FAIL
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,LIVE
274,LIVE
275,LIVE
276,LIVE
277,LIVE
278,FAIL
279,EXC
280,EXC
281,FAIL
282,LIVE
283,FAIL
284,LIVE
285,LIVE
286,FAIL
287,LIVE
288,LIVE
289,EXC
290,FAIL
291,EXC
292,FAIL
293,LIVE
294,EXC
295,EXC
296,FAIL
297,EXC
298,LIVE
299,FAIL
300,EXC
301,FAIL
302,LIVE
303,FAIL
304,LIVE
305,FAIL
306,LIVE
307,LIVE
308,LIVE
309,FAIL
310,FAIL
311,FAIL
312,FAIL
313,LIVE
314,FAIL
315,TIME
316,FAIL
317,FAIL
318,FAIL
319,UNCOV
320,EXC
321,FAIL
322,FAIL
323,FAIL
324,EXC
325,FAIL
326,FAIL
327,EXC
328,FAIL
329,LIVE
330,LIVE
331,EXC
332,FAIL
333,LIVE
334,FAIL
335,EXC
336,FAIL
337,LIVE
338,FAIL
339,EXC
340,FAIL
341,EXC
342,EXC
343,LIVE
344,LIVE
345,EXC
346,LIVE
347,EXC
348,EXC
349,UNCOV
350,UNCOV
351,UNCOV
352,UNCOV
353,UNCOV
354,UNCOV
355,UNCOV
356,UNCOV
357,UNCOV
358,UNCOV
359,UNCOV
360,UNCOV
361,LIVE
362,FAIL
363,FAIL
364,FAIL
365,EXC
366,EXC
367,EXC
368,LIVE
