MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,EXC
4,LIVE
5,EXC
6,EXC
7,EXC
8,EXC
9,FAIL
10,EXC
11,LIVE
12,EXC
13,LIVE
14,EXC
15,LIVE
16,LIVE
17,UNCOV
18,LIVE
19,UNCOV
20,EXC
21,EXC
22,EXC
23,LIVE
24,EXC
25,UNCOV
26,LIVE
27,UNCOV
28,UNCOV
29,EXC
30,LIVE
31,EXC
32,UNCOV
33,LIVE
34,LIVE
35,EXC
36,EXC
37,EXC
38,EXC
39,LIVE
40,EXC
41,LIVE
42,FAIL
43,UNCOV
44,FAIL
45,LIVE
46,LIVE
47,LIVE
48,LIVE
49,FAIL
50,LIVE
51,FAIL
52,LIVE
53,LIVE
54,FAIL
55,UNCOV
56,EXC
57,EXC
58,EXC
59,LIVE
60,EXC
61,LIVE
62,UNCOV
63,UNCOV
